DRI Number,Project Name,Current Status,Contains 'data center'?,Water Usage,Data Center?,Cleaned Water Usage Data
3952,Forsyth Truck Parking,Completed,0,No water data,TBD,No water data
3951,Love's Travel Stop & Country Store,Completed,0,0.01 mgd,TBD,0.01
3950,Ackerman-E. Hightower Trail,Completed,0,.015mgd,TBD,.015mgd
3949,Hwy 80 Warehouse,Completed,0,0.08 mgd,TBD,0.08
3947,Bremen Logistics Center,Completed,0,No water data,TBD,No water data
3945,Effingham Business Center,Completed,0,0.01,TBD,0.01
3944,Archer Aviation,Completed,0,"phase 1 20,000 gpd, buildout 60,000 gpd",TBD,"phase 1 20,000 gpd, buildout 60,000 gpd"
3941,Commercial Truck Parking and Storage Lot,Completed,0,No water data,TBD,No water data
3940,Chastain Meadows,Completed,0,0.19 mgd,TBD,0.19
3939,Rock House Road Site,Completed,0,0.01 mgd,TBD,0.01
3936,7-Eleven and Peterbilt Dealership,Completed,0,.003 mgd,TBD,.003
3934,Gilbert Road Residential Subdivision,Completed,0,0.156 mgd,TBD,0.156
3933,Hillwood - SR 16 at Orchard Hills,Completed,0,"10,740 gpd",TBD,"10,740 gpd"
3932,Darien JP Travel Center,Completed,0,"0.058 mgd, ph. 1",TBD,0.058
3931,SK Battery America Inc.,Completed,0,3.6 mgd,TBD,3.6
3930,Desnoyer Development,Completed,0,0.00425,TBD,0.00425
3929,Project Rosebud,Completed,0,0.1 mgd ~ 26 mgy,TBD,0.1
3928,Project Unicorn,Completed,0,.010 mgd,TBD,.010
3927,Project Y,Completed,0,less than 1 mgd,TBD,less than 1
3925,Gravel Parking Area,Completed,0,0,TBD,0
3923,3970 Matt Highway,Completed,0,0.17,TBD,0.17
3922,PNK- Griffin Site,Completed,0,No water data,TBD,No water data
3920,2695 White Sulphur Road,Completed,0,0,TBD,0
3917,The Grove at Oliver Hills,Completed,0,0.16 mgd,TBD,0.16
3915,Harrell Family Tract,Completed,0,0.6 mgd,TBD,0.6
3914,Level 19 Townhome & Apartment Living Community,Withdrawn,0,No water data,TBD,No water data
3912,Aubrey Corporation Planned Greenspace and Development District (PGDD) Concept Plan,Completed,0,tbd during master plan phases,TBD,tbd during master plan phases
3911,Flonnel Avenue Logistics Facility Container Yard,Completed,0,+/- 0.0078,TBD,+/- 0.0078
3910,"Mountain Top Real Estate Group, LLC",Withdrawn,0,No water data,TBD,No water data
3909,"Mountain Top Real Estate Group, LLC",Completed,0,"0.062 mgd (75,000 gallons per day)",TBD,0.062
3906,The Grove,Withdrawn,0,No water data,TBD,No water data
3904,T&T Property,Completed,0,0.17 mgd,TBD,0.17
3902,Le Village du Le Jardin,Withdrawn,0,No water data,TBD,No water data
3901,Le Village du Le Jardin,Withdrawn,0,No water data,TBD,No water data
3897,"Twiggs Pleasure, LLC.",Completed,0,No water data,TBD,No water data
3896,National Guard Amory/Booker School Property,Completed,0,No water data,TBD,No water data
3895,"Roberts Road annexation, rezoning & proposed subdivision.",Completed,0,No water data,TBD,No water data
3894,Talmadge Property,Completed,0,0.63,TBD,0.63
3893,Southside Ready Mix,Completed,0,".08 mgd (8,000 gal/day",TBD,.08
3892,Capps Ferry Road Subdivision,Completed,0,0.12 mgd,TBD,0.12
3889,BP Industrial,Completed,0,0.0036,TBD,0.0036
3888,Mountain Gate,Completed,0,No water data,TBD,No water data
3887,Shenandoan,Completed,0,No water data,TBD,No water data
3886,Barber Creek Water Reclamation Facility Expansion,Completed,0,0.0016 mgd,TBD,0.0016
3885,"600,000 sf warehouse and container yards",Completed,0,+/ -0.012 mgd,TBD,+/ -0.012
3882,US 41 Truck Park,Completed,0,0,TBD,0
3881,Jones Petroleum Marathon Travel Center (Midway),Completed,0,"0.058 mgd or 175,000 gal/mos",TBD,0.058
3880,McStop Travel Center Parking Expansion,Completed,0,0,TBD,0
3879,Belton Bridge Townhomes,Completed,0,0.061 mgd,TBD,0.061
3878,Centennial Circle Truck Parking,Completed,0,0,TBD,0
3877,Chestatee Crossroads,Completed,0,.21 mgd,TBD,.21
3876,Barber Creek Water Reclamation Facility Expaansion,Withdrawn,0,0.0016 mgd,TBD,0.0016
3875,Capital Waste Services trash transfer station (enclosed facility),Completed,0,"less than 2,500 gallons a day",TBD,"less than 2,500 gallons a day"
3874,Russell Tract Active Adult Mixed Use,Completed,0,.15 mgd,TBD,.15
3873,Riverview Site Expansion,Completed,0,0.011 mgd,TBD,0.011
3871,Branch Springs,Completed,0,0.2,TBD,0.2
3870,Manning Mill Industrial,Completed,0,"37,500 gpd",TBD,"37,500 gpd"
3867,12Stone Village,Withdrawn,0,No water data,TBD,No water data
3866,North Bridges Road Mixed Use,Completed,0,tbd,TBD,tbd
3865,Jackson Quarry by Vulcan Materials,Terminated,0,not applicable,TBD,not applicable
3862,Exit 116 Industrial Park,Completed,0,0.015 mgd,TBD,0.015
3861,Calls Creek WRF 3.0 MGD Upgrade Ph 2,Completed,0,0.235,TBD,0.235
3860,Ponce & Ponce,Completed,0,0.24 mgd,TBD,0.24
3859,The Davis Group Project,Completed,0,"111,375 gpd ((334,125 gpd peak flow)",TBD,"111,375 gpd ((334,125 gpd peak flow)"
3858,Northside Hospital Gwinnett Expansion,Completed,0,0.59 mgd,TBD,0.59
3857,John's Truck Parking,Completed,0,0,TBD,0
3856,United Family Homes,Completed,0,0.08,TBD,0.08
3855,Pleasant Hill Road Residential,Completed,0,844.56,TBD,844.56
3854,Oconee Village,Completed,0,.12  mgd,TBD,.12
3853,Poole Mountain,Withdrawn,0,No water data,TBD,No water data
3848,Raydient St. Marys,Completed,0,1.365,TBD,1.365
3847,Cay Creek Commons,Completed,0,"54,000 gpd",TBD,"54,000 gpd"
3845,Macon Logistics Center,Completed,0,0.0125 mgd,TBD,0.0125
3843,The Cove at Harbor Club,Completed,0,0.32 mgd average daily flow (0.8 mgd w/ 2.5 peaking factor),TBD,0.32
3842,The Cove at Harbor Club,Withdrawn,0,No water data,TBD,No water data
3841,Nancy Industrial Drive Tract,Withdrawn,0,0.25 mgd,TBD,0.25
3840,Cagle 52 Business Park,Completed,0,0.08 mgd,TBD,0.08
3839,Hwy 257 at 441 Bypass Logistics Center,Completed,0,0.0075 mgd,TBD,0.0075
3838,Dublin Logistics Center,Completed,0,0.0075mgd,TBD,0.0075mgd
3837,New Water Supply Wells,Completed,0,-0-,TBD,-0-
3836,PARKER'S - OLD AUGUSTA ROAD,Completed,0,0.0018,TBD,0.0018
3834,Oconee Beach Club,Completed,0,0.20 mgd (estimate),TBD,0.20
3833,In and Out Truck Wash,Withdrawn,0,tbd,TBD,tbd
3831,Williams Residential,Completed,0,"0.579 mgd (assumes 579,000 gpd at 2.5 peaking factor)",TBD,0.579
3830,BlueScope Logistics Park,Completed,0,0.018 mgd,TBD,0.018
3826,Fleming/Gaissert Road MSWLF Expansion,Additional Form Submitted,0,0.001 mgd,TBD,0.001
3824,"Hartwell Zoning Case 2022-06 ""Enclave at Lake Hartwell, Fairview Development""",Completed,0,"240,000",TBD,"240,000"
3822,Liberty Logistics Center,Completed,0,0.0056 millions gallons per day,TBD,0.0056 millions gallons per day
3820,Georgia 400 Business Park,Withdrawn,0,No water data,TBD,No water data
3819,Georgia 400 Business Park,Completed,0,12650 gpd,TBD,12650 gpd
3816,Victory Landing Logistics Center,Completed,0,0.03,TBD,0.03
3815,Victory Landing Logistics Center,Withdrawn,0,No water data,TBD,No water data
3813,Project Excalibur,Completed,1,0.57 mgd,TBD,0.57
3812,Brand Properties Hamilton Mill,Completed,0,0.102 mgd,TBD,0.102
3809,"Standard Block Company, Inc",Completed,0,"3,000 gpd",TBD,"3,000 gpd"
3808,Athens River Mill,Completed,0,0.144206,TBD,0.144206
3806,Miller Ferry Technology Center (TBD),Completed,0,0.05 mgd,TBD,0.05
3805,Locust Grove Phase III,Completed,0,0.013,TBD,0.013
3803,Hwy 365 Industrial,Completed,0,0.063 mgd,TBD,0.063
3802,Wastewater Treatment Facility Expansion,Completed,0,0.007 mgd,TBD,0.007
3801,"JP Travel Center Perry, Georgia",Completed,0,0.023 mgd (or 70000 gal/mos.),TBD,0.023
3799,Reeves Creek II,Completed,0,0.41 mgd,TBD,0.41
3798,Reeves Creek II,Withdrawn,0,No water data,TBD,No water data
3797,Reeves Creek II,Withdrawn,0,No water data,TBD,No water data
3796,Reeves Creek II,Withdrawn,0,No water data,TBD,No water data
3795,Reeves Creek II,Withdrawn,0,No water data,TBD,No water data
3793,Cottages at Dawsonville,Completed,0,"0.0256 (90.6 m^3/yrs) 65.573 gpd x 195  x units x 2 persons /unit =25,573.47 gpd/1e6)",TBD,"0.0256 (90.6 m^3/yrs) 65.573 gpd x 195  x units x 2 persons /unit =25,573.47 gpd/1e6)"
3791,PARKERS - DORCHESTER VILLAGE,Completed,0,0.0018,TBD,0.0018
3786,Laura Lake Residential,Withdrawn,0,No water data,TBD,No water data
3783,Apex Audubon,Completed,0,0.23 mgd,TBD,0.23
3782,North Park,Completed,0,0.437 mgd,TBD,0.437
3781,Stotan Industrial Development - Rincon,Completed,0,+/- 0.016 mgd,TBD,+/- 0.016
3779,Dyer Tract,Completed,0,0.066 mgd,TBD,0.066
3777,LaGrange Logistics Center,Completed,0,0.041 mgd,TBD,0.041
3776,Trilith Expansion,Completed,0,0.93 mgd,TBD,0.93
3775,The Logan,Completed,0,.135 mgd,TBD,.135
3772,River Park Industrial - Phase 3,Completed,0,"207,825",TBD,"207,825"
3771,Del Webb at Lake Oconee Extension,Completed,0,0.049 mgd,TBD,0.049
3770,Pfotzer Properties LLC - 180 units,Completed,0,36000-42000 per day,TBD,36000-42000 per day
3769,New Earth - Bartow,Withdrawn,0,0.0002 mgd,TBD,0.0002
3768,Franklin 85 Logistics Center,Completed,0,0.02,TBD,0.02
3767,Pegasus Parkway Logistics,Completed,0,0.02,TBD,0.02
3765,Airport Distribution Center Four,Completed,0,0.022 mgd,TBD,0.022
3763,LaGrange Jones Petroleum Marathon Travel Center,Completed,0,"0.058 mgd (175,000 per month) travel center",TBD,0.058
3761,Lake Point at Highland Pines,Completed,0,0.320 mgd,TBD,0.320
3760,Trilogy Waste Conversion & Renewable Energy Park,Completed,0,0,TBD,0
3758,Covington Industrial Park,Completed,0,0.06 mgd,TBD,0.06
3757,High Falls Industrial,Completed,0,0.01 mgd,TBD,0.01
3755,"Columbia County Concrete Co., Inc.",Completed,0,unknown,TBD,unknown
3754,Haiseal Tract,Completed,0,+/- 0.031 mgd,TBD,+/- 0.031
3753,QuikTrip #1746,Completed,0,0.002405 mgd,TBD,0.002405
3752,Tyrone Valleywood Road Mixed Use,Withdrawn,0,No water data,TBD,No water data
3750,Allora Dacula,Completed,0,0.32 mgd,TBD,0.32
3747,T5 - ATL III Data Center,Completed,1,0.042 mgd,TBD,0.042
3746,Moss Farm,Completed,0,.140 mgd,TBD,.140
3745,PARKER'S - OLD RIVER ROAD,Completed,0,0.0018,TBD,0.0018
3742,Johns Creek Mixed-Use Development,Completed,0,0.42 mgd,TBD,0.42
3741,Tomochichi Logistics Center,Completed,0,0.01 mgd,TBD,0.01
3740,130 ACRE OLD AUGUSTA DEVELOPMENT,Completed,0,0.011 mgd,TBD,0.011
3739,Cedar Grove Village Center,Completed,0,0.21 mgd,TBD,0.21
3736,East Perry Wastewater Treatment Facility,Completed,0,500 gpd potable,TBD,500 gpd potable
3734,Aventon Park,Completed,0,0.20 mgd,TBD,0.20
3731,Riverside Parkway Apartments,Withdrawn,0,No water data,TBD,No water data
3727,Sawtell,Completed,0,0.79,TBD,0.79
3724,Cardinal Town Square,Completed,0,1.15 mgd,TBD,1.15
3723,TBD Lee Castleberry Rd.,Completed,0,0.041,TBD,0.041
3722,B. C. Grant Townhomes,Completed,0,0.04 mgd,TBD,0.04
3720,Intuitive Surgical,Completed,0,0.14mgd,TBD,0.14mgd
3719,STORsquare-Technology Parkway,Withdrawn,0,No water data,TBD,No water data
3718,Coal Mountain Mixed Use Development,Completed,0,0.406,TBD,0.406
3717,Sun Lake Oconee,Completed,0,0.145 mgd,TBD,0.145
3716,1400 Murphy Avenue,Completed,0,0.007 mgd,TBD,0.007
3715,T 5 @ Augusta LP,Completed,0,0.044 million gallons per day,TBD,0.044 million gallons per day
3714,Valentine Business Center,Completed,0,0.23,TBD,0.23
3713,Banks Logistic Center,Completed,0,0.0195 mgd,TBD,0.0195
3711,"Creekview Vista (Phase I, II, III)",Completed,0,"218,300gpd",TBD,"218,300gpd"
3709,BCMS Project 2022,Completed,0,+/- 6.15 mgd,TBD,+/- 6.15
3708,Rice Hope Commerce Center,Completed,0,No water data,TBD,No water data
3707,Exley Industrial Park,Completed,0,0.0198,TBD,0.0198
3706,5030 Sugarloaf,Withdrawn,0,No water data,TBD,No water data
3705,5030 Sugarloaf,Completed,0,0.35 mgd,TBD,0.35
3703,TBD-Grizzle Rd,Completed,0,.13 mgd,TBD,.13
3700,Harbin 2,Completed,0,"157,404 gpd",TBD,"157,404 gpd"
3698,Highway 301 Logistics Site,Completed,0,0.009 mgd,TBD,0.009
3697,David Kitchens,Completed,0,.065 millions of gallons per day (mgd),TBD,.065 millions of gallons per day (
3695,Star Metals District,Completed,0,0.36 mgd,TBD,0.36
3694,Love's Travel Stops & Country Store,Completed,0,0.013 mgd,TBD,0.013
3692,Warehouse on SR 11 (Social Circle Parkway) and East Hightower Trail,Completed,0,0.0296 mgd,TBD,0.0296
3688,Coweta Logistics,Completed,0,0.078 mgd,TBD,0.078
3687,Mirror Lake Blvd and proposed Mirror Lake Connector,Completed,0,.19 mgpd,TBD,.19
3684,Palmetto Business Center,Completed,0,0.014 mgd,TBD,0.014
3682,SOUTH 75 LOGISTICS CENTER,Completed,0,0.014 mgd,TBD,0.014
3681,Hog Mountain Site,Completed,0,0.03mgd,TBD,0.03mgd
3680,Jerry Weitz,Withdrawn,0,No water data,TBD,No water data
3676,Del Webb Newnan - Pulte Home,Completed,0,0.49 mgd (400 gpd x 1236 residences/1 mil),TBD,0.49
3674,990-1008 Brady,Completed,0,0.32 mgd,TBD,0.32
3673,Residential Development at Old Stone Road,Completed,0,0.1329 mgd,TBD,0.1329
3672,Carey Station,Completed,0,0.1368 mgd,TBD,0.1368
3671,Macon Mall Redevelopment and Amphitheater,Completed,0,0-1,TBD,0-1
3670,QuikTrip #7075,Completed,0,.002405 mgd,TBD,.002405
3668,HWY 53 Warehouse,Completed,0,0.025 mgd,TBD,0.025
3667,Inland 365 Business Center,Completed,0,0.20 mgd,TBD,0.20
3666,The Preserve At Shyer's Ford,Completed,0,0.06,TBD,0.06
3662,Pine Road Trailer Storage,Completed,0,0.0,TBD,0.0
3660,Midtown Exchange,Completed,0,0.22,TBD,0.22
3657,Shops of Oconee Crossing,Completed,0,.045,TBD,.045
3656,West Dallas LLC Materials Recovery Facility,Completed,0,"less than 1,000 gpd (0.001 mgd)",TBD,"less than 1,000 gpd (0.001"
3654,Parcels 434-024 & 434-024A - 161 Acres Zipperer Tract,Completed,0,0.0074 mgd,TBD,0.0074
3653,105 ACRE OLD AUGUSTA DEVELOPMENT,Completed,0,0.0085 mgd,TBD,0.0085
3652,Prologis Commerce Center III,Completed,0,0.85 mgd,TBD,0.85
3650,Mixed Use Development at Satellite Boulevard,Completed,0,0.23 mgd,TBD,0.23
3649,Tradeport East Expansion,Completed,0,0.02153 mgd,TBD,0.02153
3646,West Dallas LLC Materials Recovery Facility,Terminated,0,No water data,TBD,No water data
3645,QuikTrip 1746,Withdrawn,0,0.002405 mgd,TBD,0.002405
3643,Greenview Expansion,Completed,0,.022 mgd,TBD,.022
3641,Brooks Warnell Tract,Completed,0,+/- 0.031 mgd,TBD,+/- 0.031
3640,Camden Farms,Completed,0,"est 400,000",TBD,"est 400,000"
3637,Gordon Commerce Center,Completed,0,No water data,TBD,No water data
3628,Highway 74 Business Tech Park,Completed,0,0.009 mgd,TBD,0.009
3627,Statham Truck Stop,Completed,0,0.0575 mgd,TBD,0.0575
3625,THUNDER RIDGE,Completed,0,0.071 mgd,TBD,0.071
3622,Core5 at Palmetto Logistics Center,Completed,0,0.013 mgd,TBD,0.013
3621,Belwood Rd./South Calhoun Bypass Industrial,Completed,0,0.02 mgd,TBD,0.02
3620,H&H Timberlands,Initial Form Submitted,0,No water data,TBD,No water data
3619,Wayne Poultry Road Site,Completed,0,0.016 mgd,TBD,0.016
3618,North Georgia 400 Business Park,Completed,0,0.0213,TBD,0.0213
3616,High Falls Logistics Park,Completed,0,0.0452 mgd,TBD,0.0452
3615,RWDC,Terminated,0,0.1 mgd,TBD,0.1
3614,Blue Creek,Completed,0,"based on 2,123 homes and 260 gpd/home, the estimated average annual day demand is 0.6 mid and the ma",TBD,"based on 2,123 homes and 260 gpd/home, the estimated average annual day demand is 0.6 mid and the ma"
3613,1359 Ellsworth,Completed,0,0.36 mgd,TBD,0.36
3612,Basic Ready Mix Emerson Plant,Completed,0,0.032 mgd,TBD,0.032
3610,Dyer Tract,Withdrawn,0,0.055mgd,TBD,0.055mgd
3609,Windsor Park,Completed,0,0.186955 based on avg. daily water use in ga,TBD,0.186955 based on avg. daily water use in ga
3608,Stegall Village,Completed,0,No water data,TBD,No water data
3607,Bucksnort Road,Completed,0,0.015mgd,TBD,0.015mgd
3606,Union Grove Seefried Logistics,Completed,0,0.02 mgd,TBD,0.02
3604,Rushing Tract PUD,Completed,0,0.11 mgd,TBD,0.11
3603,"Emblem Riverside, Phase II",Completed,0,"23,250",TBD,"23,250"
3600,Goodson-Smiley PUD Layout,Completed,0,0.105 mgd,TBD,0.105
3599,Canebreak West,Completed,0,0.20 mgd,TBD,0.20
3596,Rivertowne Subdivision,Additional Form Submitted,0,0.28 mgd,TBD,0.28
3595,Industrial VI Enterprises - Coweta Airport Industrial Site,Completed,0,0.08 mgd,TBD,0.08
3594,Empire Hwy 306,Completed,0,0.10 mgd,TBD,0.10
3593,Jackson Quarry by Vulcan Materials,Completed,0,No water data,TBD,No water data
3590,Grantville West,Completed,0,0.09 mgd,TBD,0.09
3589,Highway 5 Business Center,Completed,0,0.07 mgd,TBD,0.07
3588,Airabella at Lake Oconee,Completed,0,0.229mgd,TBD,0.229mgd
3587,Water System Improvements to serve the Benjamin Hawkins Industrial Park,Completed,0,"0, project is adding supply to the system",TBD,"0, project is adding supply to the system"
3586,Moreland and Custer,Completed,0,0.1289,TBD,0.1289
3585,DSP Highway 280,Completed,0,+/- 0.005 mgd,TBD,+/- 0.005
3584,Stonecrest Logistics Center,Completed,0,0.042 mgd,TBD,0.042
3582,North DeKalb Mall Redevelopment,Completed,0,0.68 mgd,TBD,0.68
3578,Harris Trail Apartments,Completed,0,0.066 mgd,TBD,0.066
3577,Project B,Completed,0,No water data,TBD,No water data
3576,Microsoft Data Center Palmetto,Completed,1,0.656 mgd (peak),TBD,0.656
3575,SR-9 COLEMAN TRACT,Completed,0,0.064 mgd,TBD,0.064
3573,PNK - Martins Bridge,Completed,0,0.46 mgd,TBD,0.46
3571,Hawks Ridge,Withdrawn,0,2.1 mgd,TBD,2.1
3570,Dal-Bloc Travel Center,Completed,0,0.009 mgd,TBD,0.009
3563,Georgia Square Mall Redevelopment,Completed,0,0.31,TBD,0.31
3560,Project Adventure,Completed,0,approximately 4.7 mgd,TBD,approximately 4.7
3559,IDI-Cartersville Ranch Business Park,Completed,0,0.01 mgd,TBD,0.01
3558,IDI/Gravel Springs Road,Completed,0,0.025 mgd,TBD,0.025
3557,Robertson Bridge Road Development,Completed,0,0.127,TBD,0.127
3556,Blitchton-Bryan Warehouse Development,Completed,0,"avg = 0.010 mgd, peak = 0.027 mgd",TBD,avg = 0.010
3553,Jackson Farms Industrial Park,Completed,0,0.13 mgd,TBD,0.13
3551,Town Old Peachtree,Completed,0,~0.23 mgd,TBD,~0.23
3549,Coal Mountain Industrial Park,Completed,0,0.015 mgd,TBD,0.015
3548,Southgate Subdivision,DRI Determination Made,0,0.037,TBD,0.037
3547,Coastal Empire Fairgrounds,Completed,0,0.15 mgd,TBD,0.15
3546,Plans of I-95 Exit 76 Interchange,Completed,0,0.01514,TBD,0.01514
3544,The Trails,Completed,0,.10 mgd at 5-year build-out,TBD,.10
3542,Emory Johns Creek Hospital Expansion,Completed,0,0.24 mgd,TBD,0.24
3541,Horseshoe Bend,Completed,0,0.159 mgd,TBD,0.159
3540,High Falls Road Truck Parking,Completed,0,0.08 mgd,TBD,0.08
3538,DK Morgan Park,Completed,0,0.022,TBD,0.022
3536,Friendship Business Park,Completed,0,0.118 mgd,TBD,0.118
3535,Project Whiplash,Completed,0,0.58 mgd,TBD,0.58
3533,Forge Atlanta,Completed,0,0.41 mgd,TBD,0.41
3532,The Hamilton,Withdrawn,0,No water data,TBD,No water data
3531,3670 Ocmulgee East Blvd Truck Parking,Completed,0,0,TBD,0
3530,Sasafras Residential Development,Completed,0,.672 mgd,TBD,.672
3529,Union Grove - North,Completed,0,0.025mgd,TBD,0.025mgd
3528,TradePoint 75,Completed,0,.046 mgd,TBD,.046
3527,Talmadge Property,Withdrawn,0,No water data,TBD,No water data
3525,Lawrenceville Gateway,Completed,0,0.41418 mgd,TBD,0.41418
3523,"Douglas County Graduation, Multipurpose Arena",Completed,0,"43,640",TBD,"43,640"
3519,The Lake at 20 West,Completed,0,phased project.,TBD,phased project.
3517,Falcon Parkway III,Completed,0,0.01 mgd,TBD,0.01
3516,Truck Wash Development,Withdrawn,0,unknown at this time,TBD,unknown at this time
3515,Strategic West Logistics Center IV - Douglas Hills,Completed,0,0.09mgd,TBD,0.09mgd
3514,Dabbs Bridge Road Development,Completed,0,0.44 mgd,TBD,0.44
3512,Pirkle Farms,Completed,0,0.23 mgd,TBD,0.23
3509,Union Grove - South,Completed,0,0.021 mgd,TBD,0.021
3508,Continuum Alpharetta,Completed,0,0.49 mgd,TBD,0.49
3507,Etowah Bluffs,Completed,0,0.38 mgd,TBD,0.38
3506,Sansone Speculative Industrial Development,Completed,0,.015 mgd,TBD,.015
3505,Vineyard Senior Assisted & Independent Living Campus,Completed,0,.03345 mgd,TBD,.03345
3503,Prologis - Butts County,Completed,0,0.73 mgd,TBD,0.73
3500,HWY 80 CONTAINER STORAGE FACILITY,Completed,0,No water data,TBD,No water data
3498,97.77 acre Zipperer Tract,Completed,0,0.0085 mgd,TBD,0.0085
3497,NS Logistics South,Completed,0,0.026895,TBD,0.026895
3496,Rock House Road Site,Withdrawn,0,No water data,TBD,No water data
3495,Minter Drive Mixed Use Development,Completed,0,1.345 mgd,TBD,1.345
3494,"Buildings 1,2, 3 and a container yard at the former Norfolk Southern tract",Completed,0,+/-0.018 mgd,TBD,+/-0.018
3491,Ladds River Landing,Completed,0,0.25 mgd,TBD,0.25
3490,Grantville- Calico,Completed,0,0.10 mgd,TBD,0.10
3489,Project Revive,Completed,0,0.13 mgd,TBD,0.13
3488,Merrill Park,Completed,0,1.6,TBD,1.6
3487,"LaGrange River Mill, LLC",Completed,0,.3 mgd,TBD,.3
